0 0
0 0
0 0
0 0
0 0
0 0
0 0
8 8
116 93
285 208
402 338
517 429
587 488
606 504
572 476
489 424
363 306
208 173
56 56
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
9 9
144 84
388 125
619 130
797 116
906 104
935 110
882 106
751 126
555 107
319 106
88 65
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
9 9
142 79
386 126
618 130
794 121
899 117
924 136
867 140
734 155
538 139
310 118
87 66
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
7 7
127 91
357 155
585 160
755 190
859 203
889 214
822 254
681 230
485 225
273 175
75 65
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
5 5
103 89
309 191
527 258
680 273
774 314
801 330
712 382
560 400
370 282
215 181
62 62
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
5 5
91 81
250 198
401 336
640 345
814 319
893 278
799 299
614 345
372 284
217 182
63 63
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
8 8
125 89
309 209
402 304
716 273
892 256
944 137
877 164
690 270
375 280
219 183
64 64
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
7 7
119 89
329 172
529 237
642 326
671 423
615 446
660 416
621 327
497 217
292 146
87 69
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
7 7
127 87
343 161
528 236
641 327
669 424
613 447
659 402
620 329
497 219
275 173
76 69
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
6 6
126 87
368 138
606 139
770 141
843 264
808 348
721 384
569 405
379 288
224 187
68 67
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
6 6
126 86
368 137
607 138
781 121
881 169
899 214
834 259
696 235
501 230
278 175
78 70
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
6 6
113 87
306 187
476 274
588 443
635 485
617 498
588 488
508 439
384 332
228 189
71 69
2 2
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
6 6
121 86
353 150
584 155
716 237
733 396
617 448
588 489
509 440
386 333
230 191
72 70
3 3
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
4 4
87 78
247 195
400 335
520 430
594 494
618 514
589 489
509 441
386 334
193 168
47 47
1 1
0 0
0 0
0 0
0 0
0 0
0 0
0 0
